offline_datapoint_0 1547499450 201.000
offline_datapoint_1 1547499450 80.000
offline_datapoint_0 1547499450 201.000
offline_datapoint_1 1547499450 80.000
offline_datapoint_2 1547499450 0.000
offline_datapoint_4 1547499450 0.000
offline_datapoint_3 1547499450 0.000
offline_datapoint_5 1547499450 0.000
offline_datapoint_7 1547499450 0.000
offline_datapoint_6 1547499450 0.000
offline_datapoint_8 1547499450 415.584
offline_datapoint_9 1547499450 4315.684
offline_datapoint_10 1547499450 1246.753
offline_datapoint_11 1547499450 415.584
offline_datapoint_12 1547499450 96111.888
offline_datapoint_13 1547499450 16783.217
offline_datapoint_14 1547499450 17198.801
offline_datapoint_15 1547499450 100307.692
offline_datapoint_16 1547499450 52.000
offline_datapoint_17 1547499450 540.000
offline_datapoint_18 1547499450 156.000
offline_datapoint_19 1547499450 52.000
offline_datapoint_20 1547499450 12026.000
offline_datapoint_21 1547499450 2152.000
offline_datapoint_22 1547499450 2152.000
offline_datapoint_23 1547499450 12551.000
offline_datapoint_0 1547499450 201.000
offline_datapoint_1 1547499450 80.000
offline_datapoint_2 1547499450 0.000
offline_datapoint_4 1547499450 0.000
offline_datapoint_3 1547499450 0.000
offline_datapoint_5 1547499450 0.000
offline_datapoint_7 1547499450 0.000
offline_datapoint_6 1547499450 0.000
offline_datapoint_8 1547499450 415.584
offline_datapoint_9 1547499450 4315.684
offline_datapoint_10 1547499450 1246.753
offline_datapoint_11 1547499450 415.584
offline_datapoint_12 1547499450 96111.888
offline_datapoint_13 1547499450 16783.217
offline_datapoint_14 1547499450 17198.801
offline_datapoint_15 1547499450 100307.692
offline_datapoint_16 1547499450 52.000
offline_datapoint_17 1547499450 540.000
offline_datapoint_18 1547499450 156.000
offline_datapoint_19 1547499450 52.000
offline_datapoint_20 1547499450 12026.000
offline_datapoint_21 1547499450 2152.000
offline_datapoint_22 1547499450 2152.000
offline_datapoint_23 1547499450 12551.000
offline_datapoint_0 1547499450 201.000
offline_datapoint_1 1547499450 80.000
offline_datapoint_2 1547499450 0.000
offline_datapoint_4 1547499450 0.000
offline_datapoint_3 1547499450 0.000
offline_datapoint_5 1547499450 0.000
offline_datapoint_7 1547499450 0.000
offline_datapoint_6 1547499450 0.000
offline_datapoint_8 1547499450 415.584
offline_datapoint_9 1547499450 4315.684
offline_datapoint_10 1547499450 1246.753
offline_datapoint_11 1547499450 415.584
offline_datapoint_12 1547499450 96111.888
offline_datapoint_13 1547499450 16783.217
offline_datapoint_14 1547499450 17198.801
offline_datapoint_15 1547499450 100307.692
offline_datapoint_16 1547499450 52.000
offline_datapoint_17 1547499450 540.000
offline_datapoint_18 1547499450 156.000
offline_datapoint_19 1547499450 52.000
offline_datapoint_20 1547499450 12026.000
offline_datapoint_21 1547499450 2152.000
offline_datapoint_22 1547499450 2152.000
offline_datapoint_23 1547499450 12551.000
offline_datapoint_0 1547499460 200.000
offline_datapoint_1 1547499460 80.000
