45 1547499447 2.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499448 2.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499449 2.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499450 2.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499451 2.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499452 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499453 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499454 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499455 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499456 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499457 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499458 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499459 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499460 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499461 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499462 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499463 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499464 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499465 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499466 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499467 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499468 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499469 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499470 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499471 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499472 2.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499473 2.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499474 2.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499475 2.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499476 2.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499477 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499478 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499479 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499480 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499481 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499482 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499483 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499484 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499485 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499486 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499487 0.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499488 0.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499489 0.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499490 0.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499491 0.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499492 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499493 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499494 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499495 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499496 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499497 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499498 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499499 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499500 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499501 1.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499502 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499503 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499504 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499505 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499506 1.200000 -1.000000 -101.000000 0.000000 0.000000
45 1547499507 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499508 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499509 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499510 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499511 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499512 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499513 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499514 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499515 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499516 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499517 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499518 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499519 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499520 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499521 1.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499522 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499523 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499524 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499525 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499526 2.400000 -1.000000 -101.000000 0.000000 0.000000
45 1547499527 1.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499528 1.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499529 1.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499530 1.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499531 1.000000 -1.000000 -101.000000 0.000000 0.000000
45 1547499532 0.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499533 0.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499534 0.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499535 0.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499536 0.800000 -1.000000 -101.000000 0.000000 0.000000
45 1547499537 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499538 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499539 0.600000 -1.000000 -101.000000 0.000000 0.000000
45 1547499540 0.600000 -1.000000 -101.000000 0.000000 0.000000
